"File","LOC","Coverage"
"hzapplications\fpit\equipment\fpit_toolsegmentdescription_fpic_b_mts.cpp","12","100"
"hzapplications\common\unittest\mwautos\service\common\gmock\wldownholeequipmentensembleimplmock.cpp","4","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbuitaskimplmock.h","3","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closestation.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openstation.cpp","60","100"
"hzapplications\fpit\equipment\fpit_toolsegment_fpic_b_mts.cpp","6","100"
"hzapplications\fpit\equipment\fpit_toolsegment_fpic_b_common.cpp","5","100"
"hzapplications\fpit\equipment\fpit_toolsegmentdescription_fpic_b_nontelemetry.cpp","12","100"
"hzapplications\fpit\misc\fpit_toolcodecheck.h","20","0"
"hzapplications\fpit\gmock_gtest\toolcontrol\fpit_calitask_measurestretch_unittest.cpp","6","100"
"hzapplications\fpit\equipment\fpit_toolsegment_fpic_a.cpp","9","100"
"hzapplications\fpit\equipment\fpit_toolelement_fpic_b_mts.h","1","100"
"hzapplications\fpit\calibration\fpit_accumtasksurfacestretchzero.h","3","100"
"hzapplications\fpit\tnd\fpit_tndtask_toolmodulecheck.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_equipmentvalidatormock.cpp","4","100"
"hzapplications\fpit\calibration\fpit_accumtasksurfacetorquezero.h","3","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openanchors.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_sensorcheck.cpp","65","70.76923"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeupperanchor.cpp","11","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask.h","3","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openupperanchor_stationlog.cpp","11","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openloweranchor_stationlog.cpp","17","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeupperanchor_stationlog.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_closeupperanchor.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbtndtaskimplmock.cpp","5","100"
"hzapplications\fpit\misc\fpit_taskcommandhandler.cpp","5","100"
"hzapplications\fpit\tnd\fpit_tndtask_mfpi_b_acqpathlowcheck.cpp","33","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbsequencemoduleimplmock.h","3","100"
"hzapplications\fpit\equipment\fpit_toolelement_fpic_b_mts.cpp","13","100"
"hzapplications\fpit\ui\launcher\fpit_uitask_backoffparameter.cpp","17","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openloweranchor.h","1","100"
"hzapplications\fpit\equipment\fpit_cartridgeelementimpl.h","1","100"
"hzapplications\fpit\misc\fpit_osddvaluedomain.cpp","19","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_anchorandslackcable.h","1","100"
"hzapplications\fpit\gmock_gtest\equipment\fpit_toolelement_fpic_analog_common_unittest_util.h","33","100"
"hzapplications\fpit\tnd\fpit_tndtask_cclcheck.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openstation.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeloweranchor.cpp","11","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeanchors_stationlog.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbaccumtaskimplmock.cpp","8","100"
"hzapplications\fpit\ui\launcher\fpit_uitask_drillerparameter.cpp","17","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_predepthlog.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_accumtask_measurestretch.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_mfpi_b_acqpathlowcheck.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeloweranchor_stationlog.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeupperanchor_stationlog.cpp","17","100"
"hzapplications\fpit\tnd\fpit_tndtask_openupperanchor.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openupperanchor.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_toolcontroltaskimplmock.cpp","2","100"
"hzapplications\fpit\misc\fpit_validationresults.cpp","20","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbcablemasterimplmock.cpp","2","100"
"hzapplications\fpit\tnd\fpit_tndtask_closeanchors.cpp","15","100"
"hzapplications\fpit\misc\fpit_validator.h","4","100"
"hzapplications\fpit\tnd\fpit_tndtask_closeupperanchor.cpp","15","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_closeloweranchor_stationlog.cpp","11","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_anchorandpickupslack.cpp","70","95.71429"
"hzapplications\fpit\tnd\fpit_tndtask_cclcheck.cpp","17","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_measuretorque.cpp","9","100"
"hzapplications\fpit\tnd\fpit_tndtask_torquecheck.h","1","100"
"hzapplications\common\unittest\mwautos\service\common\gmock\downholecompositeequipmentimplmock.cpp","7","100"
"hzapplications\fpit\equipment\fpit_auxiliarysensor.cpp","7","100"
"hzapplications\fpit\toolcontrol\fpit_calitask_measurestretch.cpp","13","100"
"hzapplications\fpit\equipment\fpit_toolelement_fpic_analog_common.h","1","100"
"hzapplications\fpit\simulation\fpit_simcablemaster.h","1","100"
"hzapplications\fpit\calibration\fpit_accumtasksurfacetorqueplus.cpp","15","73.33334"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_postdepthlog.cpp","14","100"
"hzapplications\fpit\equipment\fpit_toolsegment_fpic_b_mts.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_measureccl.cpp","9","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_measuretorque.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openanchors.cpp","11","100"
"hzapplications\fpit\tnd\fpit_tndtask_closeloweranchor.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_openloweranchor.h","1","100"
"hzapplications\fpit\equipment\fpit_toolelement_fpih_a.h","1","100"
"hzapplications\fpit\ui\launcher\fpit_uitask_minimumfreelength.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbsequencemoduleimplmock.cpp","2","100"
"hzapplications\fpit\toolcontrol\fpit_calitask_measuretorque.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbsimcablemasterimplmock.h","1","100"
"hzapplications\fpit\toolcontrol\fpit_toolctrltask_openupperanchor.cpp","11","100"
"hzapplications\fpit\tnd\fpit_tndtask_testbox.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_anchor.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbsimcablemasterimplmock.cpp","2","100"
"hzapplications\fpit\equipment\fpit_toolsegment_fpic_a.h","1","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbtoolcontroltaskimplmock.cpp","7","100"
"hzapplications\fpit\gmock_gtest\mock\fpit_islbuitaskimplmock.cpp","2","100"
"hzapplications\fpit\equipment\fpit_toolelement_mfph_b.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_mfpi_b_acqpathhighcheck.h","1","100"
"hzapplications\fpit\tnd\fpit_tndtask_stretchcheck.h","1","100"
"hzapplications\ait\calibration\ait_accumtaskbasesharedfunctions.cpp","272","28.67647"
"hzapplications\ait\ait\tnd\ait2_tndreportutil.cpp","547","94.14991"
"hzapplications\ait\acquisition\ait_acqdatarawscalarimpl.h","22","95.45454"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndcalsig_unittest.cpp","22","81.81818"
"hzapplications\ait\common\ait_softwarechanneldef.h","443","99.54853"
"hzapplications\ait\unittest\aithm_gtest\ait2_simindmudrawtest.cpp","268","100"
"hzapplications\ait\equipment\ait23_toolbase.cpp","880","59.31818"
"hzapplications\ait\ait\calibration\aitcd_softwarecalibration.h","109","100"
"hzapplications\ait\computation\ait_computationconstants.h","65","100"
"hzapplications\ait\ait\acquisition\aitcd_hardwareacquisition.h","55","100"
"hzapplications\ait\common\ait_softwarestringdef.h","738","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_tndcheckgroup_unittest.cpp","28","100"
"hzapplications\ait\ait\computation\ait2_hardwarecomputation.h","8","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_tndeleczerocheck_unittest.cpp","16","75"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndunittest.cpp","770","99.48052"
"hzapplications\ait\simulation\ait_simdatautility.cpp","88","19.31818"
"hzapplications\ait\ait\simulation\ait2_simmodule.cpp","998","56.81363"
"hzapplications\ait\ait\acquisition\ait2_acqmodule.cpp","1142","46.58494"
"hzapplications\ait\ait\tnd\ait_tndaccumtaskbaseclass.cpp","736","82.33696"
"hzapplications\ait\ait\simulation\aitcd_simulationconstants.h","68","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_simmoduletest.cpp","497","100"
"hzapplications\ait\common\ait3_charcalconstants.h","12","100"
"hzapplications\ait\unittest\aithm_gtest\aitcdacqmoduletest.cpp","468","99.57265"
"hzapplications\ait\common\aitcd_hardwarecalibration.h","19","100"
"hzapplications\ait\unittest\aithm_gtest\aith_tnddiaggroup_unittest.cpp","27","100"
"hzapplications\ait\common\ait_softwarerepresentationdef.h","45","100"
"hzapplications\ait\calibration\ait_calibrationmessages.h","80","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_equipmenttest.cpp","561","100"
"hzapplications\ait\common\ait2_simdatacommon.h","103","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_simmoduletest.cpp","391","100"
"hzapplications\ait\common\ait23_softwarestringdef.h","232","100"
"hzapplications\ait\acquisition\ait_acqdatarawcheckerimpl.h","188","58.51064"
"hzapplications\ait\common\ait_htmlutil.cpp","75","88"
"hzapplications\ait\unittest\aithm_gtest\ait_dfcasingdetectiontest.cpp","596","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_tnddiaggroup_unittest.cpp","27","100"
"hzapplications\ait\unittest\aithm_gtest\aithmacqmoduletest.cpp","550","99.45454"
"hzapplications\ait\common\aitcd_equipmentconstants.h","56","100"
"hzapplications\ait\ait\common\aitcd_softwarechanneldef.h","40","100"
"hzapplications\ait\common\ait_calidefutility.cpp","146","67.12329"
"hzapplications\ait\equipment\ait23_toolelesondebase.h","754","97.87798"
"hzapplications\ait\unittest\aithm_gtest\ait_datautilitytest.cpp","323","100"
"hzapplications\ait\unittest\aithm_gtest\ait23equipmenttest.cpp","1045","98.37321"
"hzapplications\ait\common\ait_softwareparameterdef.h","120","100"
"hzapplications\ait\common\ait2_hardwarecalibration.h","51","100"
"hzapplications\ait\common\ait2_hardwareacquisition.h","21","100"
"hzapplications\ait\acquisition\ait_acqdatatoolstatusimpl.h","18","88.88889"
"hzapplications\ait\common\ait2_hardwarecommon.h","8","100"
"hzapplications\ait\ait\simulation\ait2_simdatautility.cpp","104","46.15385"
"hzapplications\ait\unittest\aithm_gtest\fakes\ait_islbtndgrouptaskimplmock.cpp","45","55.55556"
"hzapplications\ait\ait\acquisition\aitcd_acqmodule.cpp","1413","62.13729"
"hzapplications\ait\common\ait_softwareframedomaindef.h","37","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndreportutil_unittest.cpp","85","100"
"hzapplications\ait\common\ait_datautility.cpp","148","96.62162"
"hzapplications\ait\ait\tnd\ait_tndaccumtaskbaseclass.h","5","100"
"hzapplications\ait\unittest\aithm_gtest\ait_assetmemtaskbasetest.cpp","165","100"
"hzapplications\ait\common\ait_hardwarecommon.h","5","100"
"hzapplications\ait\computation\ait_dfmodulebaseclass.cpp","166","6.024096"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndipinterfacediagtask_unittest.cpp","22","81.81818"
"hzapplications\ait\acquisition\ait_acqdatascalarimpl.h","8","100"
"hzapplications\ait\common\aitcd_software.h","22","100"
"hzapplications\ait\calibration\ait3_softwarecalibration.h","27","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_tndeleccheckcali_unittest.cpp","22","81.81818"
"hzapplications\ait\unittest\aithm_gtest\ait_toolstringhelpertest.cpp","46","100"
"hzapplications\ait\acquisition\ait_acqdatatoolstatuslow.cpp","30","13.33333"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndditherdiagtask_unittest.cpp","22","81.81818"
"hzapplications\ait\ait\acquisition\aitcd_acqchannelgainvectorimpl.h","18","100"
"hzapplications\ait\acquisition\ait_acqdatartdiagimpl.h","29","89.65517"
"hzapplications\ait\equipment\ait23_toolelesondegettype.h","112","94.64286"
"hzapplications\ait\ait\tnd\ait2_tndditherdiagtask.cpp","20","100"
"hzapplications\ait\ait\acquisition\ait2_acqmodule.h","31","19.35484"
"hzapplications\ait\ait\simulation\ait2_simindcalvalue.cpp","168","57.14286"
"hzapplications\ait\ait\acquisition\ait2_acqmessagecrackerimpl.h","152","44.73684"
"hzapplications\ait\ait\acquisition\aitcd_acqmessagecracker.cpp","72","100"
"hzapplications\ait\ait\simulation\ait2_simindmudraw.cpp","403","72.45657"
"hzapplications\ait\zait\equipment\ait3_toolelesonde.cpp","127","66.14173"
"hzapplications\ait\acquisition\ait_acqdatasmoothaux.cpp","20","95"
"hzapplications\ait\ait\simulation\ait2_auxdatavalue.cpp","199","39.69849"
"hzapplications\ait\ait\simulation\ait2_toolstatus.cpp","105","39.04762"
"hzapplications\ait\computation\ait_dfmodulecasingdetection.cpp","217","100"
"hzapplications\ait\unittest\aithm_gtest\islbassetmemorytaskimplfake.h","15","40"
"hzapplications\ait\common\ait_tndcommon.h","24","100"
"hzapplications\ait\ait\tnd\aith_tnddiaggroup.cpp","15","100"
"hzapplications\ait\unittest\aithm_gtest\ait_islbtndtaskimplmock.cpp","34","82.35294"
"hzapplications\ait\zait\equipment\ait3_tool.cpp","213","18.30986"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndeleccheckcali_unittest.cpp","22","81.81818"
"hzapplications\ait\ait\tnd\ait2_tndarraycalchecktask.cpp","55","100"
"hzapplications\ait\ait\equipment\ait2_toolelementsonde.cpp","57","47.36842"
"hzapplications\ait\unittest\aithm_gtest\aitcd_simindcalvaluetest.cpp","29","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndaccumtaskeleccheckzero_unittest.cpp","22","81.81818"
"_out\include\gsp_common.h","23","100"
"hzapplications\ait\ait\simulation\aitcd_simmodule.cpp","502","77.49004"
"hzapplications\ait\ait\simulation\aitcd_auxdatavalue.cpp","56","71.42857"
"hzapplications\ait\ait\tnd\ait2_tnddiaggroup.cpp","16","100"
"hzapplications\ait\ait\equipment\ait2_tool.cpp","60","100"
"hzapplications\ait\computation\ait_computationutil.cpp","92","0"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndcheckgroup_unittest.cpp","27","100"
"hzapplications\ait\calibration\ait_calibaseclass.cpp","99","33.33333"
"hzapplications\ait\unittest\aithm_gtest\ait2_tndarraycalchecktask_unittest.cpp","34","88.23529"
"hzapplications\ait\ait\acquisition\aitcd_acqdatacomputeimpl.h","54","88.88889"
"hzapplications\ait\acquisition\ait_acqdatarawvectorimpl.h","27","96.2963"
"hzapplications\ait\unittest\common_gtest\ait_commontestutilities.cpp","49","77.55102"
"hzapplications\ait\ait\tnd\ait2_tndcheckgroup.h","1","100"
"hzapplications\ait\unittest\aithm_gtest\aithm_gtest.cpp","4","100"
"hzapplications\ait\equipment\ait_toolstringhelper.cpp","168","55.35714"
"hzapplications\ait\calibration\ait_assetmemtaskbaseclass.cpp","274","53.28467"
"hzapplications\ait\ait\simulation\aitcd_simindrawvalue.cpp","111","60.36036"
"hzapplications\ait\common\ait23_hardwareequipment.h","5","100"
"hzapplications\ait\acquisition\ait_acqdatatelandipcmdecho.cpp","9","100"
"hzapplications\ait\ait\simulation\aitcd_simindcalvalue.cpp","188","63.82979"
"hzapplications\ait\acquisition\ait_acqdataframeseqnumimpl.h","21","100"
"hzapplications\ait\common\aitcd_hardwarecommon.h","1","100"
"hzapplications\ait\acquisition\ait_acqdatavectorimpl.h","8","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_simindcalvaluetest.cpp","17","100"
"hzapplications\ait\ait\equipment\aitcd_equipmentmessages.h","5","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_simindgainleveltest.cpp","17","100"
"hzapplications\ait\ait\acquisition\aitcd_acqchannelgaincheckerimpl.h","16","100"
"hzapplications\ait\ait\tnd\aitcd_tndeleczerochecktask.cpp","70","100"
"hzapplications\ait\unittest\aithm_gtest\aitcd_simtoolstatustest.cpp","14","100"
"hzapplications\ait\ait\equipment\aitcd_tool.cpp","394","47.96954"
"hzapplications\ait\ait\tnd\aitcd_tndcheckgroup.h","1","100"
"hzapplications\ait\unittest\aithm_gtest\ait2_simdatautilitytest.cpp","25","100"
"hzapplications\ait\ait\tnd\ait2_tndipinterfacediagtask.cpp","19","100"
"hzapplications\ait\ait\tnd\ait2_tndcheckgroup.cpp","16","100"
"hzapplications\ait\ait\simulation\aitcd_simindgainlevel.cpp","34","94.11765"
"hzapplications\ait\ait\tnd\aitcd_tndeleccalichecktask.cpp","11","100"
"hzapplications\ait\ait\simulation\aitcd_simdatacommon.h","5","100"
"hzapplications\ait\unittest\aithm_gtest\ait_islbtndtaskimplmock.h","2","100"
"hzapplications\ait\ait\tnd\ait2_tnddiaggroup.h","1","100"
"hzapplications\ait\ait\tnd\ait2_tndcalsigdiagtask.cpp","20","100"
"hzapplications\ait\common\ait3_cmdutility8.cpp","22","63.63636"
"hzapplications\ait\common\ait3_cmdutility.cpp","22","72.72727"
"hzapplications\ait\common\ait_softwarecommon.h","3","100"
"hzapplications\ait\ait\acquisition\aitcd_acqdatatoolstatusimpl.h","22","90.90909"
"hzapplications\ait\common\ait3_inclinometrysourceutil.cpp","20","75"
"hzapplications\ait\calibration\ait2_accumsharedfunctions.cpp","201","81.59204"
"hzapplications\ait\ait\computation\aitcd_hardwarecomputation.h","2","100"
"hzapplications\ait\ait\tnd\aitcd_tndcheckgroup.cpp","14","100"
"hzapplications\ait\unittest\aithm_gtest\fakes\ait_computationutil_ut.h","28","100"
"hzapplications\ait\calibration\ait_calibaseclass.h","5","100"
"hzapplications\ait\ait\simulation\ait2_simmodule.h","9","33.33333"
"hzapplications\ait\common\ait_datautility.h","7","0"
"hzapplications\ait\ait\tnd\ait2_tndeleccalichecktask.cpp","12","100"
"hzapplications\ait\unittest\aithm_gtest\fakes\cfakeait_assetmemtaskbase.h","3","100"
"hzapplications\ait\acquisition\ait_acqdatatoolmodeimpl.h","9","100"
"hzapplications\ait\ait\tnd\ait2_tndeleczerochecktask.cpp","12","100"
"hzapplications\ait\ait\common\aitcd_accumsharedfunctions.cpp","201","100"
"hzapplications\ait\acquisition\ait2_commonacqchannels.cpp","85","100"
"hzapplications\ait\ait\simulation\aitcd_simtoolstatus.cpp","48","87.5"
"_out\include\simmoduleimpl.h","13","30.76923"
"hzapplications\ait\acquisition\ait_acqdata.h","4","100"
"hzapplications\ait\ait\tnd\aith_tnddiaggroup.h","1","100"
"_out\include\gsp_baseimpl.h","13","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\stationvalidationhelpertest.cs","171","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passobjectivestest.cs","133","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passstatustest.cs","45","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\inquirytaskdealertest.cs","267","91.7603"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmodeloperatortest.cs","251","98.40637"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerstationuibase_wlrmtest.cs","449","99.10913"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerdepthuibase_wltest.cs","499","97.79559"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerdepthuibase_dnmtest.cs","729","98.62826"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerdepthuibase_wlrmtest.cs","489","99.18201"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerstationuibase_wltest.cs","435","97.47127"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerstationuibase_dnmtest.cs","500","98"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmodeltest.cs","138","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerviewconfigurationtest.cs","145","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerinitializertest.cs","229","99.12664"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerpresentertest.cs","510","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\moqclasses.cs","517","92.06963"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\timelapsedepthlistpresentertest.cs","39","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\fakepassmanageruibase_fortest.cs","56","78.57143"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerfactorytest.cs","53","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passactionmanagertest.cs","180","99.44444"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\unitserverhelpertest.cs","22","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmodelsavertest.cs","137","99.27007"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passgridcolumnstest.cs","495","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerstationviewtest.cs","4","75"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanageruibasetest.cs","270","92.59259"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerstationuitest.cs","14","100"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerdepthuibase_wl_dcmemorytest.cs","37","89.18919"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\testabletimelapsedepthlistpresenter.cs","21","95.2381"
"hzproducts\managers\passmanager\passmanagerui\passmanager_mstest\passmanagerdepthviewtest.cs","3","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerrunstate.cs","136","16.17647"
"hzproducts\managers\passmanager\passmanagerui\passactionmanager.cs","343","66.76385"
"hzproducts\managers\passmanager\passmanagerui\passmanagerstationuibase.cs","114","70.17544"
"hzproducts\managers\passmanager\passmanagerui\passmanagerfactory.cs","49","69.38776"
"hzproducts\managers\passmanager\passmanagerui\passmanagerpresenter.cs","573","61.60558"
"hzproducts\managers\passmanager\passmanagerui\passmanagerdepthview.cs","88","9.090909"
"hzproducts\managers\passmanager\passmanagerui\passmanagerstationview.cs","85","9.411765"
"hzproducts\managers\passmanager\passmanagerui\passmanagerview.cs","409","2.933985"
"hzproducts\managers\passmanager\passmanagerui\passmanageruibase_workflow.cs","824","88.1068"
"hzproducts\managers\passmanager\passmanagerui\passmanagerinitializer.cs","231","78.35498"
"hzproducts\managers\passmanager\passmanagerui\passmodelsaver.cs","152","83.55264"
"hzproducts\managers\passmanager\passmanagerui\passgridcolumns.cs","338","100"
"hzproducts\managers\passmanager\passmanagerui\passmodelfiller.cs","298","97.98658"
"hzproducts\managers\passmanager\passmanagerui\stationnodepthvaldialog.cs","36","47.22222"
"hzproducts\managers\passmanager\passmanagerui\passmanageruibase.cs","196","36.7347"
"hzproducts\managers\passmanager\passmanagerui\passobjectives.cs","133","95.48872"
"hzproducts\managers\passmanager\passmanagerui\passmanagerviewconfiguration.cs","75","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerdepthui.cs","155","41.93548"
"hzproducts\managers\passmanager\passmanagerui\timelapsedepthuilayoutsettings.cs","139","2.877698"
"hzproducts\managers\passmanager\passmanagerui\inquirytaskdealer.cs","138","96.37681"
"hzproducts\managers\passmanager\passmanagerui\uiimplext.cs","36","0"
"hzproducts\managers\passmanager\passmanagerui\passmodel.cs","99","98.9899"
"hzproducts\managers\passmanager\passmanagerui\passmanagerhelper.cs","75","12"
"hzproducts\managers\passmanager\passmanagerui\passstatus.cs","62","80.64516"
"hzproducts\managers\passmanager\passmanagerui\timelapselistpresenter.cs","53","11.32076"
"hzproducts\managers\passmanager\passmanagerui\stationvalidationhelper.cs","67","74.62687"
"hzproducts\managers\passmanager\passmanagerui\passactionables.cs","67","91.04478"
"hzproducts\managers\passmanager\passmanagerui\unitserverhelper.cs","78","100"
"hzproducts\managers\passmanager\passmanagerui\advancedpasspasssettingsdealer.cs","60","21.66667"
"hzproducts\managers\passmanager\passmanagerui\passmanagerconfigwireline.cs","14","78.57143"
"hzproducts\managers\passmanager\passmanagerui\passmanagerwrapper.cs","7","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerconfigworkflowtypes.cs","12","100"
"hzproducts\managers\passmanager\passmanagerui\timelapsegrideventshook.cs","51","7.843137"
"hzproducts\managers\passmanager\passmanagerui\passmanagerdepthdcmemoryui.cs","24","0"
"hzproducts\managers\passmanager\passmanagerui\passmanagerstationui.cs","9","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerrecmodestationui.cs","9","0"
"hzproducts\managers\passmanager\passmanagerui\timelapsestationlistpresenter.cs","43","0"
"hzproducts\managers\passmanager\passmanagerui\passgridcolumnproperties.cs","9","100"
"hzproducts\managers\passmanager\passmanagerui\passmodeloperator.cs","34","100"
"hzproducts\managers\passmanager\passmanagerui\recomputationmonitor.cs","32","37.5"
"hzproducts\managers\passmanager\passmanagerui\timelapsedepthlistpresenter.cs","58","41.37931"
"hzproducts\managers\passmanager\passmanagerui\passmanagerstationdcmemoryui.cs","24","0"
"hzproducts\managers\passmanager\passmanagerui\passmanagerdepthview.designer.cs","190","99.47369"
"hzproducts\managers\passmanager\passmanagerui\stationnodepthvaldialog.designer.cs","95","98.94736"
"hzproducts\managers\passmanager\passmanagerui\passmanagerstationview.designer.cs","215","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerconfigwirelinerecordedmode.cs","4","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerconfigdrilling.cs","4","100"
"hzproducts\managers\passmanager\passmanagerui\passmanagerconfigunknown.cs","4","0"
"hzproducts\managers\passmanager\passmanagerui\passconstants.cs","2","100"
"hzproducts\genericcomponents\passplansupport\mstest\passplansupport_mstest\depthpassplanclasstest.cs","34","100"
"hzproducts\genericcomponents\passplansupport\stationpassplanclass.cs","648","0"
"hzproducts\genericcomponents\passplansupport\depthpassplanclass.cs","614","14.49511"
"hzapplications\ait\taskui\cbmr_ui.cs","391","3.069054"
"hzapplications\ait\taskui\cbmr_ui.designer.cs","209","98.08612"
"hzapplications\ait\unittest\ait_mstest\ait2_simcalui_test.cs","24","100"
"hzapplications\ait\unittest\ait_mstest\ait2_cbmr_ui_test.cs","8","100"
"hzapplications\ait\unittest\ait_mstest\ait2_simtrainingui_test.cs","7","100"
"hzapplications\ait\unittest\ait_mstest\ait2_simui_test.cs","7","100"
"hzapplications\ait\simulationui\ait2_simui.cs","4004","77.07293"
"hzapplications\ait\simulationui\ait2_simcalui.cs","235","48.93617"
"hzapplications\ait\simulationui\ait2_simtrainingui.cs","31","9.67742"
"hzapplications\ait\simulationui\ait2_simcalui.designer.cs","368","99.72826"
"hzapplications\ait\simulationui\ait2_simtrainingui.designer.cs","28","96.42857"
"hzapplications\common\shareduicomp\aplmodel\aplmodel_mstest\aplvariantdatatest.cs","180","97.77778"
"hzapplications\common\shareduicomp\aplmodel\aplmodel_mstest\apllinearfactorstest.cs","101","99.0099"
