"path","filename","lineNumber","line"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","191","                m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, lapStatus);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","193","               m_DscQuery.PutItem(LogicalAcqPassTokens.LAPCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, lapCode);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","210","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","211","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","215","            m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, DarGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","216","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""Station"");"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","217","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""LAP_CLOSED"");"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","219","            if (m_DscSort == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","220","                m_DscSort = new DscSort();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","224","            m_DscSort.PutItem(LogicalAcqPassTokens.STARTTIME1900, -1, CollectionSortingOrder_t.SORTING_ORDER_DESCENDING);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","236","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","237","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","242","            m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""DOMAIN_STATION"");"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","243","            m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN, LapStatusArray);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","247","                m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, sEntityGUID);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","262","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","263","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","267","            m_DscQuery.PutItem(LogicalAcqPassTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, WorkspaceGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","268","            m_DscQuery.PutItem(LogicalAcqPassTokens.MAINOBJECTIVE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, strModule);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","286","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","287","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","290","            m_DscQuery.PutItem(LogicalAcqPassTokens.DARGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, DarGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","293","                m_DscQuery.PutItem(LogicalAcqPassTokens.ACQDOMAINTYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, Domain);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","295","                m_DscQuery.PutItem(LogicalAcqPassTokens.LAPSTATUSTYPE, -1, DscQueryType_t.DSC_QUERY_IN, LapType);"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","297","            if (m_DscSort == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","298","                m_DscSort = new DscSort();"
"HzApplications\Common\SharedUIComp\AplModel\AplLogicalAcquisitionPass.cs","AplLogicalAcquisitionPass.cs","300","            m_DscSort.PutItem(LogicalAcqPassTokens.LASTUPDATE, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","32","        private ISlbDscParameterCollection m_ParameterColl;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","33","        private ISlbDscDataAcquisitionRunCollection m_DarCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","34","        private ISlbDscEnsembleCollection m_EnsembleCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","35","        protected DscQuery m_DscQuery = null;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","48","            ISlbWellLogDocument wld = dataSource as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","50","            m_ParameterColl = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_PARAMETER, false) as ISlbDscParameterCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","51","            m_DarCollection = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false) as ISlbDscDataAcquisitionRunCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","52","            m_EnsembleCollection = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false) as ISlbDscEnsembleCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","66","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","67","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","70","            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","71","            m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","87","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","88","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","90","            DscSort sortObj = new DscSort();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","91","            sortObj.PutItem(ParameterTokens.CREATEDATE, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","94","            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","97","                m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_IN, entityGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","176","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","177","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","182","            m_DscQuery.PutItem(EnsembleTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, workspaceGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","186","                m_DscQuery.PutItem(EnsembleTokens.ENSEMBLECODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, sEnsembleCode);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","187","                m_DscQuery.PutItem(EnsembleTokens.TYPE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ""ENSEMBLE_TOOLELEMENT"");"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","198","            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","199","            m_DscQuery.PutItem(ParameterTokens.ENTITYGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, entityGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","249","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","250","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","254","            m_DscQuery.PutItem(DataAcquisitionRunTokens.JOBGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, jobGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","255","            m_DscQuery.PutItem(DataAcquisitionRunTokens.TOOLSTRINGGUID, -1, DscQueryType_t.DSC_QUERY_NOTEQUALTO, string.Empty);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","267","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","268","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","271","            m_DscQuery.PutItem(ParameterTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_IN, queryString);"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","298","            ISlbWellLogDocument wld = dataSource as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","302","                wld.Init(jobGuid, WellLogDocumentType_t.WELL_LOG_DOCUMENT_JOB,"
"HzApplications\Common\SharedUIComp\AplModel\AplParameterCollection.cs","AplParameterCollection.cs","303","                    WellLogDocumentSource_t.WELL_LOG_DOCUMENT_SOURCE_HZDATASTORE);"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","14","        private ProductsTemplateCatalog m_productsTemplateCatalog;"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","15","        private ISlbDscCollection m_pcatDataGaugeCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","23","            m_productsTemplateCatalog = m_docFactory.GetProductsTemplateCatalog(toolStringGuid) as ProductsTemplateCatalog;"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","24","            if (m_productsTemplateCatalog == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","37","            DscQuery dscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplPCatDataGauge.cs","AplPCatDataGauge.cs","38","            dscQuery.PutItem(PCATDataGaugeTokens.ENSEMBLEPROGID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensembleProgID);"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","32","        private ISlbDscRepresentationCollection m_RepColl;"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","33","        protected DscQuery m_DscQuery = null;"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","37","            ISlbWellLogDocument WLD = dataSource as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","38","            m_RepColl = WLD.GetCollection(DscDocumentCollectionTokens.DSC_COL_REPRESENTATION, false) as ISlbDscRepresentationCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","54","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","55","                m_DscQuery = new DSClients.DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","58","            m_DscQuery.PutItem(RepresentationTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","61","                m_DscQuery.PutItem(RepresentationTokens.DOMAIN, -1, DscQueryType_t.DSC_QUERY_EQUALTO, Domain);"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","64","                m_DscQuery.PutItem(RepresentationTokens.WORKSPACEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, WorkspaceGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplRepresentation.cs","AplRepresentation.cs","108","                ISlbDscRepresentationArrayComplexFloat reader = m_RepColl.get_RepresentationReader(index) as ISlbDscRepresentationArrayComplexFloat;"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","28","            private ISlbWellLogDocument _mWld;"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","80","            public ISlbWellLogDocument WellLogDocument"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","105","                WellLogDocument = wld as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","110","                WellLogDocument = wld as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","126","                ISlbDscDataAcquisitionRunCollection darCollection = _mWld.GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false) as ISlbDscDataAcquisitionRunCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","127","                ISlbDscCollection parameterCollection = _mWld.GetCollection(DscDocumentCollectionTokens.DSC_COL_PARAMETER, false);"
"HzApplications\Common\SharedUIComp\AplModel\AplRunAssignment.cs","AplRunAssignment.cs","128","                ISlbDscCollection ensembleCollection = _mWld.GetCollection(DscDocumentCollectionTokens.DSC_COL_ENSEMBLE, false);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","34","        private readonly ISlbDscSummaryRecordCollection m_SummaryRecordColl;"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","35","        protected DscQuery m_DscQuery;"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","39","            ISlbWellLogDocument wld = dataSource as ISlbWellLogDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","41","                m_SummaryRecordColl = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_SUMMARY_RECORD, false) as ISlbDscSummaryRecordCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","55","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","56","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","59","            m_DscQuery.PutItem(SummaryRecordTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","60","            m_DscQuery.PutItem(SummaryRecordTokens.LAPGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, LapGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","72","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","73","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","77","            m_DscQuery.PutItem(SummaryRecordTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, OSDD);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","78","            m_DscQuery.PutItem(SummaryRecordTokens.LAPGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, LapGuid);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","90","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","91","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","94","            DscSort sortObj = new DscSort();"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","95","            sortObj.PutItem(SummaryRecordTokens.CREATEDATE, -1, CollectionSortingOrder_t.SORTING_ORDER_ASCENDING);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","99","            m_DscQuery.PutItem(SummaryRecordTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_IN, OSDDArray);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","100","            m_DscQuery.PutItem(SummaryRecordTokens.LAPGUID, -1, DscQueryType_t.DSC_QUERY_IN, lapGuidArray);"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","186","            if (m_DscQuery == null)"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","187","                m_DscQuery = new DscQuery();"
"HzApplications\Common\SharedUIComp\AplModel\AplSummaryRecord.cs","AplSummaryRecord.cs","190","            m_DscQuery.PutItem(SummaryRecordTokens.ENSEMBLEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensembleId);"
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","33","        private readonly ToolStringDocument m_ToolStringDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","34","        private ISlbDscToolElementCollection m_ToolElementCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","38","            m_ToolStringDocument = UIPDocumentFactory.Create().GetToolStringDocument(ToolStringInitType_t.INIT_BY_JOB,"
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","39","                jobGUID) as ToolStringDocument;"
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","41","            m_ToolElementCollection ="
"HzApplications\Common\SharedUIComp\AplModel\AplToolElementCollection.cs","AplToolElementCollection.cs","43","                    as ISlbDscToolElementCollection;"
"HzApplications\Common\SharedUIComp\AplModel\AplTrajectoryCalculatorAdapter.cs","AplTrajectoryCalculatorAdapter.cs","10","        private ISlbWellLogDocument m_WLD;"
"HzApplications\Common\SharedUIComp\AplModel\AplTrajectoryCalculatorAdapter.cs","AplTrajectoryCalculatorAdapter.cs","12","        private ISlbWellLogDocument WellLogDoc"
"HzApplications\Common\SharedUIComp\AplModel\AplTrajectoryCalculatorAdapter.cs","AplTrajectoryCalculatorAdapter.cs","27","                    m_WLD = docFactory.GetWellLogDocument(m_jobID, WellLogDocumentType_t.WELL_LOG_DOCUMENT_JOB);"
"HzApplications\Common\SharedUIComp\AplModel\AplUIAdaptor.cs","AplUIAdaptor.cs","149","            var wellLogDoc = GetCurrentWellLogDocument( WellLogDocumentType_t.WELL_LOG_DOCUMENT_DAR );"
"HzApplications\Common\SharedUIComp\AplModel\AplUIPDocumentFactory.cs","AplUIPDocumentFactory.cs","33","        public ISlbWellLogDocument GetWellLogDocumentForJob(string JobGuid)"
"HzApplications\Common\SharedUIComp\AplModel\AplUIPDocumentFactory.cs","AplUIPDocumentFactory.cs","36","            return docFactory.GetWellLogDocument(JobGuid, WellLogDocumentType_t.WELL_LOG_DOCUMENT_JOB);"
"HzApplications\Common\SharedUIComp\AplModel\AplUIPDocumentFactory.cs","AplUIPDocumentFactory.cs","44","        public ISlbWellLogDocument GetWellLogDocumentForRun(string DarGuid)"
"HzApplications\Common\SharedUIComp\AplModel\AplUIPDocumentFactory.cs","AplUIPDocumentFactory.cs","47","            return docFactory.GetWellLogDocument(DarGuid, WellLogDocumentType_t.WELL_LOG_DOCUMENT_DAR);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","47","        public static ISlbDscRepresentationReader GetChanRepresentation(ISlbWellLogDocument wld, string chanOsdd, string domainCode, string ensembleId)"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","50","            ISlbDscRepresentationCollection repColl = wld.GetCollection(DscDocumentCollectionTokens.DSC_COL_REPRESENTATION, false)"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","51","                as ISlbDscRepresentationCollection;"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","54","            DscQuery dscQuery = new DscQueryClass();"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","55","            dscQuery.PutItem(RepresentationTokens.OSDDCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, chanOsdd);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","64","                dscQuery.PutItem(RepresentationTokens.DOMAIN, -1, DscQueryType_t.DSC_QUERY_EQUALTO, domainCode);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","68","                dscQuery.PutItem(RepresentationTokens.DOMAINCODE, -1, DscQueryType_t.DSC_QUERY_EQUALTO, domainCode);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","74","                dscQuery.PutItem(RepresentationTokens.ENSEMBLEGUID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensembleId);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Common\PresentationCoreHelper.cs","PresentationCoreHelper.cs","94","            ISlbWellLogDocument wld = modelHelper.GetRunWellDocument(runGuid);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\CustomUI\UIHost.cs","UIHost.cs","323","        ISlbWellLogDocument IUIHandler.GetWLD()"
"HzApplications\Common\SharedUIComp\AplPresentationCore\CustomUI\UIHost.cs","UIHost.cs","359","            ISlbWellLogDocument wld = GetCurrentWellLogDocument(WellLogDocumentType_t.WELL_LOG_DOCUMENT_DAR);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\CustomUI\UIHost.cs","UIHost.cs","393","            ISlbDscCollection collection = dataStoreObject as ISlbDscCollection;"
"HzApplications\Common\SharedUIComp\AplPresentationCore\CustomUI\UIHost.cs","UIHost.cs","403","            ISlbDscCollection collection = dataStoreObject as ISlbDscCollection;"
"HzApplications\Common\SharedUIComp\AplPresentationCore\CustomUI\UIHost.cs","UIHost.cs","418","            ISlbDscCollection runColl = ModelHelper.GetRunWellDocument(runGuid).GetCollection(DscDocumentCollectionTokens.DSC_COL_DATA_ACQUISITION_RUN, false);"
"HzApplications\Common\SharedUIComp\AplPresentationCore\Model\IUIHandler.cs","IUIHandler.cs","46","        ISlbWellLogDocument GetWLD();"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","19","        public const int TOKEN_ACQ_PASS = DscDocumentCollectionTokens.DSC_COL_LOGICAL_ACQ_PASS;"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","30","            ISlbDscCollection delivTemplateColl = helper.GetCollection(""Deliv_Template"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","51","                ISlbDscCollection pcatDelivTemplateColl = helper.GetCollection(""PCAT_Deliv_Template"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","86","            ref ISlbDscCollection m_DarColl,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","87","            ref DscQuery m_DscQuery,"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","89","            ref ISlbDscCollection m_EnsembleColl)"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","109","                ISlbDscCollection delivTemplateColl = m_Helper.GetCollection(""Deliv_Template"");"
"HzApplications\Common\SharedUIComp\CustomComplexComponents\ComplexComponentHelper.cs","ComplexComponentHelper.cs","125","                        m_DscQuery.PutItem(EnsembleTokens.ENSEMBLEPROGID, -1, DscQueryType_t.DSC_QUERY_EQUALTO, ensembleProgId);"
