Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Comment Lines,Percent Documentation Lines,"Classes, Interfaces, Structs",Methods per Class,Calls per Method,Statements per Method,Line Number of Most Complex Method*,Name of Most Complex Method*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\InstallDefInfo.cs,250,82,4.0,22.8,1,7.00,4.71,8.57,152,"InstallDefInfo.NeedExclude(DeploymentConfig config, string deploymentRestriction, string componentMaturity, string installDefShortPath)",11,139,5,2.22,5.29,8,14,35,11,5,9,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\MappedComponentFolderInfo.cs,59,7,0.0,66.1,1,1.00,0.00,2.00,53,"MappedComponentFolderInfo.MappedComponentFolderInfo(FolderInfo folderInfo, ComponentInfo componentInfo)",1,55,2,1.00,1.00,2,3,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\MetricsThreshold.cs,178,53,0.0,48.3,1,19.00,1.16,1.32,63,MetricsThreshold.Equals(object obj),4,86,3,1.89,1.21,2,14,25,12,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\MetricsThresholds.cs,120,26,0.0,50.8,1,8.00,1.13,1.75,63,MetricsThresholds.Equals(object obj),4,44,2,1.42,1.50,3,9,14,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\PackageDefContants.cs,103,32,1.9,2.9,2,0.00,0.00,0.00,,,0,15,1,0.75,0.00,8,24,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\PackageDefFileInfo.cs,62,13,0.0,59.7,1,1.00,0.00,4.00,54,"PackageDefFileInfo.PackageDefFileInfo(string fName, string pName, string pUpgradeCode, string pFeatureNotes)",1,56,2,1.00,1.00,4,5,4,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\PackageDefGenerator.cs,748,241,7.2,17.2,1,27.00,3.89,6.93,201,"PackageDefGenerator.UpdatePackageDefMap(FolderInfo folderInfo, ComponentInfo componentInfo, FileInfo installDefFileInfo, Dictionary<string, List<InstallDefFileInfo>> packageDefMap)",8,183,5,2.10,2.70,10,44,124,41,20,2,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\ParallelizableToolList.cs,216,112,0.0,0.0,2,7.00,3.14,6.14,48,ParallelizableToolList.CompareWith(ParallelizableToolList referenceToolList),7,67,5,2.32,2.93,7,18,45,20,18,4,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\SourceDirectoryInfos.cs,91,19,6.6,47.3,1,3.00,3.00,3.00,52,SourceDirectoryInfos.SourceDirectoryInfos(),2,54,2,1.16,1.33,6,4,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\TeamInfo.cs,86,22,2.3,45.3,1,4.00,0.75,1.75,66,"TeamInfo.ValidateTeamInfoFiles(IEnumerable<DirectoryInfo> srcDirectoryInfos, bool genPackageDef = false)",3,74,4,1.64,1.33,5,6,6,2,3,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\ToolCode.cs,237,78,0.0,33.3,1,17.00,2.06,2.88,157,"ToolCode.GetCsvLine( string prefix, string[] attributeColumnArray, AttributeMap componentAttributeMap = null)",7,167,4,1.92,1.76,7,17,34,15,5,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\XmlUtility.cs,114,28,2.6,46.5,1,4.00,2.75,4.75,93,XmlUtility.GetFiles(XPathNavigator navInput),4,107,5,2.00,2.25,5,4,11,4,2,2,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\XmlValidatorUtility.cs,208,75,1.0,23.1,1,10.00,3.10,5.70,104,XmlValidatorUtility.LoadSchemaFromResourceAndResolveIncludes(string embeddedSchemaFileName),6,124,5,2.08,2.30,8,10,33,17,6,1,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\XPathUtility.cs,95,31,1.1,40.0,1,3.00,6.00,7.67,80,"XPathUtility.AddxPath(string type, string value, ref string xPath)",7,62,4,1.87,4.33,4,4,16,6,1,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ComponentInfoTest.cs,1057,448,0.8,0.4,1,22.00,16.45,17.55,16,ComponentInfoTest.TestReadComponentInfoFromCsv(),2,450,4,2.07,1.14,10,48,293,94,3,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ComponentMappingTest.cs,372,225,2.2,0.0,1,25.00,7.28,7.48,14,ComponentMappingTest.AddComponentInfoForCompCommon(ComponentInfoMap componentInfoMap),1,16,2,1.79,1.00,9,29,187,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ComponentMappingUtilityTest.cs,200,79,3.5,0.0,1,5.00,18.40,12.20,13,ComponentMappingUtilityTest.TestGetFiles(),1,17,2,1.67,1.00,8,10,61,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ConsoleCapture.cs,36,17,5.6,0.0,1,4.00,1.25,1.75,11,ConsoleCapture.ToString(),1,14,2,1.12,1.00,5,5,7,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\FolderInfoTest.cs,329,160,2.1,0.0,1,8.00,16.25,15.88,216,FolderInfoTest.TestReadFolderinfoCsv(),1,297,3,1.84,1.00,9,24,111,16,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\FolderInfoXmlGeneratorTest.cs,76,26,0.0,0.0,1,3.00,4.67,3.33,32,FolderInfoXmlGeneratorTest.TestWriteFolderInfoXml_WithFile(),1,43,2,1.04,1.00,9,7,10,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\InstallDefInfoTest.cs,105,58,2.9,0.0,1,9.00,3.11,3.56,13,InstallDefInfoTest.XmlFindElementInnerTextByName_HappyPath(),1,16,2,1.41,1.00,8,18,32,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\MetricsThresholdsTest.cs,35,17,0.0,8.6,1,1.00,11.00,9.00,15,MetricsThresholdsTest.TestMetricsThresholdsCreation(),1,17,2,1.18,1.00,6,2,9,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\PackageDefGeneratorTest.cs,160,64,5.6,0.0,1,9.00,3.56,3.78,23,PackageDefGeneratorTest.GetPackageDefFileInfoByName(),1,27,2,1.42,1.00,7,23,34,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ParallelizableTooListTest.cs,703,42,0.1,0.0,1,5.00,5.00,4.00,12,ParallelizableTooListTest.TestLoadParallelizableToolListWithBadBoolValue(),1,15,2,1.31,1.00,7,15,20,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\TeamInfoTest.cs,38,13,0.0,0.0,1,1.00,5.00,5.00,27,TeamInfoTest.TestCreateTeamInfo(),1,29,2,1.00,1.00,5,3,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\ToolcodeTest.cs,160,115,0.0,0.0,1,8.00,8.75,10.50,14,ToolcodeTest.TestGetCsvHeaders(),1,16,2,1.71,1.00,9,15,91,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\XmlValidatorTest.cs,363,94,0.0,0.8,1,15.00,2.73,3.67,342,"XmlValidatorTest.TestValidate(string xmlStringToValidate, string xsdSchemaName)",2,350,4,1.56,1.07,8,31,50,4,1,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\XPathUtilityTest.cs,59,26,0.0,0.0,1,3.00,4.67,4.67,11,XPathUtilityTest.TestGetXpaths_WithFiles_UnderComponent(),1,19,2,1.31,1.00,6,6,14,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\ComponentMapping_mstest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\GenerateComponentMapCsv\Program.cs,177,101,5.6,0.0,1,6.00,9.50,15.00,9,"Program.ParseArgs(string[] args, out bool readCsvFilesAndUpdate, out bool generatePackageDef, out string fileListFileName)",8,54,4,2.20,3.83,5,6,62,20,8,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\GenerateComponentMapCsv\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\GenerateFolderinfoXml\Program.cs,105,59,0.0,0.0,1,5.00,3.40,9.80,38,"Program.ParseArgs(IEnumerable<string> args, ref string layerName, ref string componentName, ref string subComponentName, ref string files)",11,52,4,2.54,3.40,5,5,20,11,18,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\ComponentMapping\GenerateFolderinfoXml\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\LineCounts.cs,23,19,0.0,0.0,1,5.00,0.00,1.20,5,"LineCounts.Add(int LineCount, int BlockCount)",1,5,2,1.53,1.00,2,5,12,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\Program.cs,43,23,0.0,0.0,1,1.00,21.00,16.00,10,Program.Main(string[] args),4,14,3,1.78,4.00,6,1,8,8,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\SimianReportParser.cs,33,20,0.0,0.0,1,3.00,3.00,3.33,17,"SimianReportParser.ParseSimianXML(XDocument document, Dictionary<string, LineCounts> fileNameLineCountMap)",4,27,5,1.95,1.75,5,3,5,3,3,1,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\SimianXML2CSV_mstest\LineCountsTest.cs,84,49,2.4,0.0,1,4.00,8.00,9.00,25,LineCountsTest.TestLineCountMultipleAdd(),1,27,2,1.63,1.00,5,8,36,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\SimianXML2CSV_mstest\SimianReportParserTest.cs,105,31,0.0,0.0,1,3.00,4.33,5.67,32,SimianReportParserTest.TestParseWithMultipleBlocksInOneFile(),1,34,2,1.35,1.00,6,8,17,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\Tools\SimianXML2CSV\SimianXML2CSV_mstest\Properties\AssemblyInfo.cs,36,15,47.2,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\AssemblyInfo.cs,55,14,67.3,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\Connect.cs,317,115,14.8,10.7,1,14.00,2.36,5.29,61,"Connect.OnConnection(object application, ext_ConnectMode connectMode, object addInInst, ref Array custom)",7,77,4,2.15,2.00,12,29,33,12,29,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\DataManager.cs,28,11,14.3,0.0,1,2.00,0.00,1.50,15,DataManager.Instance(),2,19,3,0.91,1.50,5,3,2,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\DTEHelper.cs,426,195,4.2,0.0,1,26.00,2.38,5.69,134,DTEHelper.AddSelection(),9,120,7,2.45,2.96,11,33,76,34,24,9,6,2,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MacroProcess.cs,948,537,5.7,0.0,2,18.00,8.89,13.17,658,"MacroProcess.FindString(string content, string target, bool reverseFind)",13,255,9+,2.45,3.97,14,46,291,108,50,18,1,4,4,1
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\ProgressService.cs,53,27,7.5,0.0,1,4.00,0.25,3.25,32,ProgressService.Stop(),2,16,3,1.44,1.50,7,6,9,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\ProjectItemDataSet.Designer.cs,671,502,1.9,1.8,4,15.25,1.74,5.08,210,ProjectItemTableDataTable.GetTypedTableSchema(global::System.Xml.Schema.XmlSchemaSet xs),9,497,8,2.69,1.61,9,57,176,172,44,25,11,6,2,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\ProjectItemForm.cs,106,54,9.4,0.0,1,7.00,2.00,5.00,23,ProjectItemForm.SetSelection(),3,29,3,1.80,1.86,11,8,16,19,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\ProjectItemForm.Designer.cs,146,85,21.9,7.5,1,2.00,6.00,36.50,14,ProjectItemForm.Dispose(bool disposing),3,18,3,1.85,2.00,2,10,72,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\TestCaseSnippet.cs,149,6,8.7,0.0,1,0.00,0.00,0.00,,,0,1,0,0.00,0.00,6,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\TFGeneratorService.cs,436,177,20.4,7.1,3,7.67,1.96,5.70,88,"TFGeneratorServices.FindRemove(string strStart, string strEnd, string strkeyword)",17,114,6,2.47,2.83,10,24,67,42,20,11,3,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\AssemblyInfo.cs,40,15,52.5,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\MainForm.cs,118,63,3.4,0.0,1,3.00,7.00,16.33,41,"MainForm.m_btnGen_Click(object sender, EventArgs e)",13,88,7,2.70,5.67,11,3,19,13,6,4,3,4,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\MainForm.Designer.cs,103,54,18.4,10.7,1,2.00,4.50,22.50,14,MainForm.Dispose(bool disposing),3,18,3,1.81,2.00,2,7,44,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\Program.cs,25,11,16.0,12.0,1,1.00,3.00,3.00,14,Program.Main(),1,16,2,0.73,1.00,6,2,3,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\Resources.Designer.cs,67,29,25.4,14.9,1,4.00,0.50,2.00,40,Resources.ResourceManager.get(),2,42,4,1.59,1.25,6,12,3,4,4,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\UnitTest\MwAUTOS\Utility\MwAUTOSAddin\MockClassListGen\Settings.Designer.cs,30,9,43.3,0.0,1,1.00,0.00,1.00,21,Settings.Default.get(),1,21,3,0.89,1.00,4,3,1,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WaveformViewer\TransformationModule\AssemblyInfo.cs,62,14,71.0,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WaveformViewer\TransformationModule\WVApplicationWaveformTransformationBase.cs,1033,318,36.5,3.4,2,11.00,4.09,12.36,211,"WVApplicationWaveformTransformationBase.ReadArrayChannel(WldDataBindingInfo wfBindingInfo, string domainCode, out Array value)",22,259,7,3.06,5.23,9,33,107,68,45,20,10,26,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\AssemblyInfo.cs,64,14,71.9,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\WVCatalogSnippetHandler.cs,71,36,5.6,0.0,1,5.00,2.00,4.40,40,"WVCatalogSnippetHandler.GetEnsProgIDs(List<string> ensembleProgIds, XmlNode rootNode)",3,49,3,1.50,1.80,7,7,19,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\WVCatalogSnippetInfo.cs,64,24,7.8,6.3,1,5.00,0.20,2.00,46,WVCatalogSnippetInfo.CompareTo(object obj),2,18,3,1.63,1.20,3,8,8,5,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\WVPanelControlManager.cs,485,175,20.6,7.2,1,12.00,3.42,11.42,113,"WVPanelControlManager.RegisterWVCatalogSnippets(string snippetFilePath, string[] availableEnsProgIDList )",13,318,6,2.30,4.58,13,25,64,51,15,6,1,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\WVPanelControlModuleBase.cs,192,57,9.4,31.8,1,12.00,0.42,1.58,136,WVPanelControlModuleBase.OnNotifyPanelClosed(WVPanelInfo panelInfo),2,39,3,1.42,1.17,7,26,17,7,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController\WVPanelInfo.cs,106,33,5.7,25.5,1,9.00,0.44,1.67,91,WVPanelInfo.Equals(object obj),2,33,3,1.73,1.11,3,9,15,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_AutoTest\SxSTestContext.cs,27,17,0.0,0.0,1,2.00,1.00,1.00,17,SxSTestContext.AssemblyCleanup(),1,19,2,0.59,1.00,9,6,2,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_AutoTest\WVCatalogSnippetHandlerTest.cs,85,47,4.7,0.0,1,7.00,2.86,2.86,65,WVCatalogSnippetHandlerTest.TestFindEnsembleProgIdInfoForAllSnippets_ContainsCMRTBFile(),3,74,4,1.40,1.29,7,19,18,1,2,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_AutoTest\Properties\AssemblyInfo.cs,39,15,51.3,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_MsTest\WVCatalogSnippetHandlerTest.cs,74,32,5.4,4.1,1,4.00,2.75,3.75,19,WVCatalogSnippetHandlerTest.TestGetEnsProgIDs(),1,21,2,1.25,1.00,7,10,15,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_MsTest\WVPanelControlManagerTest.cs,38,17,10.5,7.9,1,3.00,2.00,1.67,16,WVPanelControlManagerTest.GetPanelControlModuleAssemblyName(string snippetXml),1,18,2,0.94,1.00,6,6,5,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_MsTest\WVPanelControlModuleBaseTest.cs,58,34,6.9,0.0,1,5.00,2.20,3.40,13,WVPanelControlModuleBaseTest.TestOnNotifyNewPanelAddedClosed(),1,15,2,1.32,1.00,6,11,17,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_MsTest\WVPanelInfoTest.cs,72,40,0.0,0.0,1,9.00,1.67,1.78,12,WVPanelInfoTest.TestEqualsSameCode(),1,14,2,1.28,1.00,5,19,16,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\WVPanelController\WVPanelController_MsTest\Properties\AssemblyInfo.cs,39,15,51.3,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,15,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\AssemblyInfo.cs,62,14,71.0,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\2DTMBase.cs,113,34,7.1,31.9,1,6.00,0.83,2.33,78,"Item_2DTMBase.GetVectorAt ( double index, string indexUnit )",4,51,3,1.38,1.50,7,10,14,3,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\RTMBase.cs,165,45,4.8,20.6,1,11.00,0.55,1.91,139,RTMBase.Validate(),2,54,3,1.60,1.09,4,16,19,6,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\StackedHistogramTMBase.cs,80,34,8.7,3.8,1,5.00,0.00,2.40,37,"StackedHistogramTMBase.GetFingureValues ( out string StorageUnit, out string Measurement )",1,48,3,1.29,1.00,4,17,12,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\TMBase.cs,474,184,3.2,15.6,1,35.00,0.31,2.80,379,TMBase.Validate(),12,199,4,2.04,1.94,6,65,50,42,21,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\TMHelper.cs,42,14,16.7,7.1,1,4.00,0.00,1.25,18,"TMHelper.GetShape1DChannel(XYZDataManager DataFinder,string OSDD,SortedList Filters)",2,20,3,1.07,1.25,5,4,4,1,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\Common\XyZPlot\TransformationModule\General\VectorTMBase.cs,281,151,2.1,3.2,1,10.00,2.70,12.50,125,VectorTMBase.GetDataRowValuesForClrMap(int NaturalIndex),8,81,4,2.45,5.00,6,20,53,44,28,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\CSC_CustomUI\AssemblyInfo.cs,62,14,71.0,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\CSC_CustomUI\CSC_CustomUI.cs,2743,1463,27.2,0.1,1,38.00,7.11,35.29,1632,"CSC_CustomUI.slbGrid_Cart_CurrentCellValidating(object sender, System.ComponentModel.CancelEventArgs e)",44,1715,9+,2.63,6.16,15,107,915,171,72,65,53,50,11,4
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\CSC_CustomUI\CSC_SimUI_Include.cs,272,89,22.8,0.0,2,1.00,3.00,5.50,245,MyDomainUD.DownButton(),2,256,3,0.87,1.50,25,53,9,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\Simulation_UI\AssemblyInfo.cs,64,14,71.9,0.0,0,0.00,0.00,0.00,,,0,1,0,0.00,0.00,14,0,0,0,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\Simulation_UI\CSC_SimUI.cs,3386,1661,27.6,0.3,1,26.00,6.27,57.27,2709,CSC_SimUI.SendAssetMemoryScreenData(),10,2648,5,2.01,2.85,9,163,1369,42,76,2,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSC\Common\Simulation_UI\CSC_SimUI_Include.cs,246,81,27.6,0.0,2,1.00,3.00,5.50,213,MyDomainUD.DownButton(),2,224,3,0.95,1.50,17,53,9,2,0,0,0,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSR\CSR_CustomUI\CSR_CCOL_LgPlugin.cs,1144,435,10.0,0.3,5,7.80,3.33,8.54,183,CSR_CCOL_LgPlugin.OnActivate(),17,808,6,2.36,3.08,15,82,156,115,53,10,4,0,0,0
temp_horizon_csharp,source,12 Apr 2017,HzApplications\CSR\CSR_CustomUI\CSR_CustomReport.cs,648,280,11.4,8.6,1,12.00,13.83,18.92,393,"CSR_CustomReport.FillJointRow(object tableRef, int row_ind, int nb_col)",9,168,6,2.26,3.67,17,36,114,90,17,4,2,0,0,0
