"Name","Count"
"HzApplications\Ultrasonics\USIT_XyZPlotTransformationModule\SLGContourMapXYZPlot\XYZTMDataProviderAdapter.cs","3"
"HzApplications\Ultrasonics\USIT_XyZPlotTransformationModule\XyZPlotUtility.cs","16"
"HzApplications\WaveformViewer\ViewerUIP\DataExpForm.cs","1"
"HzApplications\WaveformViewer\ViewerUIP\WaveformViewerUIP.cs","9"
"HzApplications\XPT\MRLN_WaveformViewer\SolenoidCurrentTM.cs","15"
"HzApplications\XPT\XPT\Calibration\XPT_Motors_SeqModule.cpp","3"
"HzFramework\Acquisition\Common\Interfaces.h","1"
"HzFramework\Acquisition\DataPump\AcqSettingReader.h","1"
"HzFramework\Acquisition\DataPump\DataPump.cpp","3"
"HzFramework\Acquisition\DataPump\DataPump.h","2"
"HzFramework\Acquisition\DataPump\HSPMDataPump.cpp","18"
"HzFramework\Acquisition\DataPump\IDnMDataPump.h","2"
"HzFramework\Acquisition\DataPump\TelMsgMonitor.cpp","5"
"HzFramework\Acquisition\DataPump\TelMsgMonitor.h","5"
"HzFramework\Acquisition\DataPump\WLDataPump.cpp","19"
"HzFramework\Acquisition\DataPump\WLDataPump.h","2"
"HzFramework\Acquisition\Planck\DatabaseService.cpp","14"
"HzFramework\Acquisition\Planck\DatabaseService.h","5"
"HzFramework\Acquisition\Planck\IDatabaseService.h","5"
"HzFramework\Acquisition\SimGeoModels\DlisGeoModel.cpp","4"
"HzFramework\Acquisition\SimGeoModels\DlisGeoModel.h","5"
"HzFramework\Acquisition\SimGeoModels\LasGeoModel.cpp","2"
"HzFramework\Acquisition\SimGeoModels\LasGeoModel.h","3"
"HzFramework\Acquisition\TimeFrameFile\Calibration.cpp","8"
"HzFramework\Acquisition\TimeFrameFile\Calibration.h","7"
"HzFramework\Acquisition\TimeFrameFile\Frame.cpp","10"
"HzFramework\Acquisition\TimeFrameFile\Frame.h","4"
"HzFramework\Acquisition\TimeFrameFile\TFFDSCDataModel.cpp","12"
"HzFramework\Acquisition\TimeFrameFile\TFFReader.cpp","2"
"HzFramework\Acquisition\TimeFrameFile\TFFReader.h","5"
"HzFramework\Acquisition\ToolCtrlManager\DataBinder.cpp","2"
"HzFramework\Acquisition\ToolCtrlManager\DataBinder.h","2"
"HzFramework\Acquisition\ToolCtrlManager\StatusSlot.cpp","4"
"HzFramework\Acquisition\ToolCtrlManager\StatusSlot.h","2"
"HzFramework\Common\Cursors\ChannelCursors.cpp","3"
"HzFramework\Common\Cursors\Interfaces.h","4"
"HzFramework\Common\Cursors\IntervalSetCursors.cpp","1"
"HzFramework\Common\Cursors\ParameterCursors.cpp","2"
"HzFramework\Common\Cursors\ParameterCursors.h","1"
"HzFramework\Common\Cursors\SummaryRecordCursors.cpp","14"
"HzFramework\Common\Cursors\SummaryRecordCursors.h","1"
"HzFramework\Common\FwkRepository\FrameworkRepository.cpp","52"
"HzFramework\Common\FwkRepository\FrameworkRepository.h","20"
"HzFramework\Common\FwkToolkit\DscToolkit.cpp","3"
"HzFramework\Common\FwkToolkit\DscToolkit.h","7"
"HzFramework\Common\LocalComputationService\LCService.cpp","6"
"HzFramework\Common\LocalComputationService\LCService.h","3"
"HzFramework\Common\LocalComputationService\LocalComputationService.h","1"
"HzFramework\Common\Medic\HzMedic\Interfaces.h","2"
"HzFramework\Common\Medic\HzMedic\SlbHzMedic.cpp","12"
"HzFramework\Common\Medic\HzMedic\SlbHzMedic.h","4"
"HzFramework\Common\RigTimeZone\RigTimeZoneCore\TimeZoneDscAccessor.cpp","1"
"HzFramework\Common\Survey\TrajectoryCalculator\TrajectoryCalc.cpp","3"
"HzFramework\Common\Survey\TrajectoryCalculator\TrajectoryCalc.h","8"
"HzFramework\Common\Survey\TVDTransformer\TVDInterface.h","3"
"HzFramework\Common\Survey\TVDTransformer\TVDRepresentationImpl.cpp","15"
"HzFramework\Common\Survey\TVDTransformer\TVDRepresentationImpl.h","31"
"HzFramework\Common\Survey\TVDTransformer\TVDTransformerImpl.cpp","2"
"HzFramework\Common\Survey\TVDTransformer\TVDTransformerImpl.h","3"
"HzFramework\Common\ToolString\ToolStringHandler\ConnectedEquipments.cpp","15"
"HzFramework\Common\ToolString\ToolStringHandler\ConnectedEquipments.h","15"
"HzFramework\Common\ToolString\ToolStringHandler\ElementContainer.cpp","2"
"HzFramework\Common\ToolString\ToolStringHandler\ElementContainer.h","2"
"HzFramework\Common\ToolString\ToolStringHandler\EquipmentContainer.cpp","2"
"HzFramework\Common\ToolString\ToolStringHandler\EquipmentContainer.h","2"
"HzFramework\Common\ToolString\ToolStringHandler\EquipmentInfo.h","1"
"HzFramework\Common\ToolString\ToolStringHandler\EquipmentUtilities.cpp","6"
"HzFramework\Common\ToolString\ToolStringHandler\EquipmentUtilities.h","5"
"HzFramework\Common\ToolString\ToolStringHandler\InlineElementContainer.cpp","8"
"HzFramework\Common\ToolString\ToolStringHandler\InlineElementContainer.h","8"
"HzFramework\Common\ToolString\ToolStringHandler\SlbToolStringHandler.cpp","28"
"HzFramework\Common\ToolString\ToolStringHandler\SlbToolStringHandler.h","31"
"HzFramework\Common\ToolString\ToolStringHandler\ToolContainer.cpp","5"
"HzFramework\Common\ToolString\ToolStringHandler\ToolContainer.h","2"
"HzFramework\Common\ToolString\ToolStringHandler\ToolStringHandlerDscWrapper.cpp","1"
"HzFramework\Common\ToolString\ToolStringHandler\ToolStringLoader.cpp","3"
"HzFramework\Common\ToolString\ToolStringHandler\ToolStringLoader.h","6"
"HzFramework\Computation\Common\Interfaces.h","35"
"HzFramework\Computation\Domain\BufferInputModuleEntry.cpp","3"
"HzFramework\Computation\Domain\CmpModuleEntry.cpp","15"
"HzFramework\Computation\Domain\CmpModuleEntry.h","1"
"HzFramework\Computation\Domain\CmpModuleInput.cpp","22"
"HzFramework\Computation\Domain\CmpModuleInput.h","1"
"HzFramework\Computation\Domain\CmpModuleOutput.cpp","19"
"HzFramework\Computation\Domain\CmpModuleOutput.h","6"
"HzFramework\Computation\Domain\Domain.cpp","11"
"HzFramework\Computation\Domain\Domain.h","23"
"HzFramework\Computation\Domain\DomainUtil.h","2"
"HzFramework\Computation\Domain\ParameterCollector.cpp","2"
"HzFramework\Computation\Domain\ParameterCollector.h","1"
"HzFramework\Computation\Domain\SummaryRecordCollectorManager.cpp","5"
"HzFramework\Computation\Domain\SummaryRecordCollectorManager.h","6"
"HzFramework\Computation\Domain\SummaryRecordCursor.h","2"
"HzFramework\Computation\Gating\CollectorEntry.cpp","1"
"HzFramework\Computation\Gating\CollectorEntry.h","2"
"HzFramework\Computation\Gating\GateChannelBase.cpp","2"
"HzFramework\Computation\Gating\GateChannelBase.h","2"
"HzFramework\Computation\Gating\GateOneInputChannelBaseTemplate.h","1"
"HzFramework\Computation\Gating\GateTwoInputsChannelBaseTemplate.h","1"
"HzFramework\Computation\Gating\Gating.cpp","12"
"HzFramework\Computation\Gating\Gating.h","9"
"HzFramework\Computation\MultiRunHelper\CSlbMultiRunHelper.cpp","24"
"HzFramework\Computation\MultiRunHelper\CSlbMultiRunHelper.h","18"
"HzFramework\Computation\Network\Network.cpp","8"
"HzFramework\Computation\Network\Network.h","4"
"HzFramework\Computation\Topology\CmpDataFlowAnalyst.h","2"
"HzFramework\Computation\Topology\CmpDataFlowAnayst.cpp","2"
"HzFramework\Computation\Topology\CmpDataFlowManager.cpp","1"
"HzFramework\Computation\Topology\CmpDataFlowManager.h","1"
"HzFramework\Computation\Topology\CmpTopologyManager.cpp","4"
"HzFramework\Computation\Topology\CmpTopologyManager.h","2"
"HzFramework\Computation\Topology\cmptopologymanager.mrg.h","4"
"HzFramework\ComputationService\CComputationService.cpp","6"
"HzFramework\ComputationService\CComputationService.h","3"
"HzFramework\DataModel\SlbLAP.h","1"
"HzFramework\DataStore\Clients\AcqEquipment\DscAuxEquipmentCollection.h","5"
"HzFramework\DataStore\Clients\AcqEquipment\DscComputationCollection.cpp","3"
"HzFramework\DataStore\Clients\AcqEquipment\DscComputationCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscEquipPropertyCollection.h","9"
"HzFramework\DataStore\Clients\AcqEquipment\DscMeasurePointCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscPassiveSurfaceEquipmentCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscSurfaceEquipmentCollection.cpp","3"
"HzFramework\DataStore\Clients\AcqEquipment\DscSurfaceEquipmentCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolCollection.cpp","3"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolElementCollection.cpp","3"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolElementCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolPlatformCollection.h","5"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolSegmentCollection.cpp","3"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolSegmentCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolSegmentConnectionCollection.h","5"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolStringCollection.h","7"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolStringConnectionCollection.h","5"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolStringDocument.cpp","10"
"HzFramework\DataStore\Clients\AcqEquipment\DscToolStringDocument.h","3"
"HzFramework\DataStore\Clients\AcqMeasurement\dscintervalsetcollection.h","7"
"HzFramework\DataStore\Clients\AcqMeasurement\DscParameterCollection.h","4"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreAgent.cpp","1"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreAgent.h","2"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreCompositeReader.cpp","1"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreCompositeReader.h","1"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreConfigureReader.cpp","17"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreConfigureReader.h","2"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreReaderBase.cpp","2"
"HzFramework\DataStore\Clients\BulkData\BulkDataStoreReaderBase.h","2"
"HzFramework\DataStore\Clients\BulkData\DscAcqCollectorPassCollection.h","6"
"HzFramework\DataStore\Clients\BulkData\DscAxisCollection.cpp","1"
"HzFramework\DataStore\Clients\BulkData\DscAxisCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscAxisValueCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscBulkDataFileReader.cpp","18"
"HzFramework\DataStore\Clients\BulkData\DscBulkDataFileReader.h","3"
"HzFramework\DataStore\Clients\BulkData\DscBulkDataStoreAgent.cpp","1"
"HzFramework\DataStore\Clients\BulkData\DscBulkDataStoreAgent.h","4"
"HzFramework\DataStore\Clients\BulkData\DscChannelCollection.cpp","1"
"HzFramework\DataStore\Clients\BulkData\DscChannelCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscCollector.cpp","14"
"HzFramework\DataStore\Clients\BulkData\DscCollector.h","13"
"HzFramework\DataStore\Clients\BulkData\DscCompRepresentation.cpp","34"
"HzFramework\DataStore\Clients\BulkData\DscCompRepresentation.h","5"
"HzFramework\DataStore\Clients\BulkData\DscEnsembleCollection.h","4"
"HzFramework\DataStore\Clients\BulkData\DscLogicalAcqPassCollection.cpp","26"
"HzFramework\DataStore\Clients\BulkData\DscLogicalAcqPassCollection.h","14"
"HzFramework\DataStore\Clients\BulkData\DscMeasurePointListCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscModificationCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscNumber.h","1"
"HzFramework\DataStore\Clients\BulkData\DscRepresentation.cpp","126"
"HzFramework\DataStore\Clients\BulkData\DscRepresentation.h","62"
"HzFramework\DataStore\Clients\BulkData\DscRepresentationBDSImpl.h","2"
"HzFramework\DataStore\Clients\BulkData\DscRepresentationCollection.cpp","35"
"HzFramework\DataStore\Clients\BulkData\DscRepresentationCollection.h","15"
"HzFramework\DataStore\Clients\BulkData\DscRepSegmentCollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscResultReader.h","56"
"HzFramework\DataStore\Clients\BulkData\dscsummaryrecordcollection.cpp","27"
"HzFramework\DataStore\Clients\BulkData\dscsummaryrecordcollection.h","7"
"HzFramework\DataStore\Clients\BulkData\DscSummaryRecordCollector.cpp","49"
"HzFramework\DataStore\Clients\BulkData\DscSummaryRecordCollector.h","5"
"HzFramework\DataStore\Clients\BulkData\DscSurveyCollector.cpp","44"
"HzFramework\DataStore\Clients\BulkData\DscSurveyCollector.h","18"
"HzFramework\DataStore\Clients\BulkData\DscWriteAxis.cpp","13"
"HzFramework\DataStore\Clients\BulkData\DscWriteAxis.h","9"
"HzFramework\DataStore\Clients\CalibrationCollector\CatCalibrationCollector.cpp","29"
"HzFramework\DataStore\Clients\CalibrationCollector\CatCalibrationCollector.h","9"
"HzFramework\DataStore\Clients\CalibrationPackage\DscAccumulationCollection.cpp","6"
"HzFramework\DataStore\Clients\CalibrationPackage\DscAccumulationCollection.h","6"
"HzFramework\DataStore\Clients\CalibrationPackage\DscAccumulationStatCollection.cpp","5"
"HzFramework\DataStore\Clients\CalibrationPackage\DscAccumulationStatCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscAccumulationUsageCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCalibrationCollection.cpp","35"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCalibrationCollection.h","5"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCalibrationCollectionBase.h","6"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCalibrationComputationCollection.cpp","2"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCalibrationComputationCollection.h","6"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCaliCoefficientValueCollection.cpp","8"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCaliCoefficientValueCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatAccumulationCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatAccumulationStatCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatAccumulationUsageCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCalibrationCatalog.cpp","5"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCalibrationCatalog.h","3"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCalibrationCollection.cpp","16"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCalibrationCollection.h","6"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCalibrationComputationCollection.h","7"
"HzFramework\DataStore\Clients\CalibrationPackage\DscCatCaliCoefficientValueCollection.h","7"
"HzFramework\DataStore\Clients\Common\DscCollectionBaseImpl.h","17"
"HzFramework\DataStore\Clients\Common\DscCollectionFilterImpl.h","5"
"HzFramework\DataStore\Clients\Common\DscCollectionImpl.h","15"
"HzFramework\DataStore\Clients\Common\DscDocBaseImpl.h","4"
"HzFramework\DataStore\Clients\Common\DscDocImpl.h","42"
"HzFramework\DataStore\Clients\Common\DscServiceBase.h","5"
"HzFramework\DataStore\Clients\Common\DscServiceBaseImpl.h","15"
"HzFramework\DataStore\Clients\Common\DscTable.h","16"
"HzFramework\DataStore\Clients\Common\HzExpatXMLParser.h","4"
"HzFramework\DataStore\Clients\ContextInfo\DscCollectionBaseImpl.cpp","23"
"HzFramework\DataStore\Clients\ContextInfo\DscCollectionFilterImpl.cpp","10"
"HzFramework\DataStore\Clients\ContextInfo\DscDocBaseImpl.cpp","64"
"HzFramework\DataStore\Clients\ContextInfo\DscObserverProxy.cpp","13"
"HzFramework\DataStore\Clients\ContextInfo\DscObserverProxy.h","2"
"HzFramework\DataStore\Clients\ContextInfo\DscQuery.cpp","15"
"HzFramework\DataStore\Clients\ContextInfo\DscQuery.h","7"
"HzFramework\DataStore\Clients\ContextInfo\DscServiceBaseImpl.cpp","27"
"HzFramework\DataStore\Clients\ContextInfo\DscSort.cpp","9"
"HzFramework\DataStore\Clients\ContextInfo\DscSort.h","7"
"HzFramework\DataStore\Clients\ContextInfo\DscTable.cpp","17"
"HzFramework\DataStore\Clients\DataStoreServices\CalibrationServiceHelper.cpp","31"
"HzFramework\DataStore\Clients\DataStoreServices\CalibrationServiceHelper.h","28"
"HzFramework\DataStore\Clients\DataStoreServices\DscAuxEquipmentService.cpp","4"
"HzFramework\DataStore\Clients\DataStoreServices\DscAuxEquipmentService.h","6"
"HzFramework\DataStore\Clients\DataStoreServices\DscCalibrationService.cpp","65"
"HzFramework\DataStore\Clients\DataStoreServices\DscCalibrationService.h","8"
"HzFramework\DataStore\Clients\DataStoreServices\DscCatCalibrationService.cpp","46"
"HzFramework\DataStore\Clients\DataStoreServices\DscCatCalibrationService.h","15"
"HzFramework\DataStore\Clients\DataStoreServices\DscDataFlowTopologyService.cpp","28"
"HzFramework\DataStore\Clients\DataStoreServices\DscDataFlowTopologyService.h","4"
"HzFramework\DataStore\Clients\DataStoreServices\DscDataImportService.cpp","11"
"HzFramework\DataStore\Clients\DataStoreServices\DscDataImportService.h","7"
"HzFramework\DataStore\Clients\DataStoreServices\DscNominalCalibrationService.cpp","12"
"HzFramework\DataStore\Clients\DataStoreServices\DscNominalCalibrationService.h","5"
"HzFramework\DataStore\Clients\DataStoreServices\DscNotDoneCalibrationService.cpp","3"
"HzFramework\DataStore\Clients\DataStoreServices\DscNotDoneCalibrationService.h","3"
"HzFramework\DataStore\Clients\DataStoreServices\DscRegisterEnsService.cpp","9"
"HzFramework\DataStore\Clients\DataStoreServices\DscRegisterEnsService.h","6"
"HzFramework\DataStore\Clients\DataStoreServices\DscRepPlusService.cpp","56"
"HzFramework\DataStore\Clients\DataStoreServices\DscRepPlusService.h","5"
"HzFramework\DataStore\Clients\DataStoreServices\DscRTWorkspaceService.cpp","57"
"HzFramework\DataStore\Clients\DataStoreServices\DscRTWorkspaceService.h","5"
"HzFramework\DataStore\Clients\DataStoreServices\DscSerializerService.cpp","2"
"HzFramework\DataStore\Clients\DataStoreServices\DscSerializerService.h","3"
"HzFramework\DataStore\Clients\DataStoreServices\DscServiceImpl.h","19"
"HzFramework\DataStore\Clients\DataStoreServices\DscTransactionService.cpp","20"
"HzFramework\DataStore\Clients\DataStoreServices\DscTransactionService.h","6"
"HzFramework\DataStore\Clients\DataStoreServices\DscTSDocumentService.cpp","31"
"HzFramework\DataStore\Clients\DataStoreServices\DscTSDocumentService.h","13"
"HzFramework\DataStore\Clients\DeliverableTemplate\DscDeliverableTemplate.cpp","3"
"HzFramework\DataStore\Clients\DeliverableTemplate\DscDeliverableTemplate.h","3"
"HzFramework\DataStore\Clients\DscInterfaces\DscAcqEquipment.h","38"
"HzFramework\DataStore\Clients\DscInterfaces\DscAcqMeasurement.h","4"
"HzFramework\DataStore\Clients\DscInterfaces\DscBulkData.h","199"
"HzFramework\DataStore\Clients\DscInterfaces\DscCalibrationCollector.h","7"
"HzFramework\DataStore\Clients\DscInterfaces\DscCalibrationPackage.h","35"
"HzFramework\DataStore\Clients\DscInterfaces\DscContextInfo.h","53"
"HzFramework\DataStore\Clients\DscInterfaces\DscDataStoreServices.h","69"
"HzFramework\DataStore\Clients\DscInterfaces\DscDeliverableTemplate.h","2"
"HzFramework\DataStore\Clients\DscInterfaces\DscEnsembleCatalog.h","4"
"HzFramework\DataStore\Clients\DscInterfaces\DscInterfacesCompile.cpp","5"
"HzFramework\DataStore\Clients\DscInterfaces\DscJobSetup.h","2"
"HzFramework\DataStore\Clients\DscInterfaces\DscProductsTemplateCatalog.h","2"
"HzFramework\DataStore\Clients\DscInterfaces\DscSessionPackage.h","13"
"HzFramework\DataStore\Clients\DscInterfaces\DscWellLogDocument.h","9"
"HzFramework\DataStore\Clients\EnsembleCatalog\DscEnsembleCatalog.cpp","5"
"HzFramework\DataStore\Clients\EnsembleCatalog\DscEnsembleCatalog.h","3"
"HzFramework\DataStore\Clients\EnsembleCatalog\DscOSDDCatalog.cpp","3"
"HzFramework\DataStore\Clients\EnsembleCatalog\DscOSDDCatalog.h","3"
"HzFramework\DataStore\Clients\Foundation\DscCollection.cpp","2"
"HzFramework\DataStore\Clients\Foundation\DscCollection.h","6"
"HzFramework\DataStore\Clients\Foundation\DscDocument.cpp","1"
"HzFramework\DataStore\Clients\Foundation\DscDocument.h","2"
"HzFramework\DataStore\Clients\Foundation\DscService.h","5"
"HzFramework\DataStore\Clients\Jobsetup\DscJobSetup.cpp","9"
"HzFramework\DataStore\Clients\Jobsetup\DscJobSetup.h","3"
"HzFramework\DataStore\Clients\ProductsTemplateCatalog\DscProductsTemplateCatalog.cpp","5"
"HzFramework\DataStore\Clients\ProductsTemplateCatalog\DscProductsTemplateCatalog.h","3"
"HzFramework\DataStore\Clients\SessionPackage\DscDataAcquisitionRunCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\DscJobCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\DscSessionCollection.cpp","2"
"HzFramework\DataStore\Clients\SessionPackage\DscSessionCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\DscTaskCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\DscTaskRunCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\DscWorkspaceCollection.cpp","3"
"HzFramework\DataStore\Clients\SessionPackage\DscWorkspaceCollection.h","7"
"HzFramework\DataStore\Clients\SessionPackage\SessionPackageCompilation.cpp","2"
"HzFramework\DataStore\Clients\WellLogDocument\SlbWellLogDocument.cpp","14"
"HzFramework\DataStore\Clients\WellLogDocument\SlbWellLogDocument.h","6"
"HzFramework\DataStore\Databases\HzDB\AuxEquipCatalogLoader\CatalogLoader.cs","24"
"HzFramework\DataStore\Servers\FrameworkCache\DscCache.cpp","8"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.cpp","71"
"HzFramework\DataStore\Servers\FrameworkCache\DscCollectionProperties.h","2"
"HzFramework\DataStore\Utilities\DscDataExplorer\BulkData.cs","2"
"HzFramework\DataStore\Utilities\DscDataExplorer\NavigationTreeView.cs","4"
"HzFramework\DataStore\Utilities\DscDataExplorer\QueryForm.cs","1"
"HzFramework\DataStore\Utilities\DscDataExplorer\RootCollectionEditForm.cs","8"
"HzFramework\DataStore\Utilities\DscDataExplorer\StaticData.cs","25"
"HzFramework\DataStore\Utilities\DscDataExplorer\WorkerThread.cs","62"
"HzFramework\DataStore\Utilities\DscPropertiesVerifier\Verifier.cs","1"
"HzFramework\DataStore\Utilities\DscUtilities\DscLock.cs","8"
"HzFramework\DataStore\Utilities\DscUtilities\DscReadLock.cs","1"
"HzFramework\Dex\AsciiReader\AsciiReader.cs","9"
"HzFramework\Dex\Common\DotNET\DexOSDDConverter.cs","4"
"HzFramework\Dex\Common\DotNET\DexTimeHelper.cs","13"
"HzFramework\Dex\Common\DotNET\DlisHz440PvtObject.cs","3"
"HzFramework\Dex\Common\DotNET\DscDocInfo.cs","7"
"HzFramework\Dex\Common\DotNET\ISlbDEXDocumentFolder.cs","10"
"HzFramework\Dex\Common\DotNET\LASDefinitions.cs","11"
"HzFramework\Dex\Common\DotNET\ParameterReader.cs","9"
"HzFramework\Dex\Common\DotNET\SlbAbstractDataWriter.cs","2"
"HzFramework\Dex\Common\DotNET\SlbDEXDocumentFolder.cs","27"
"HzFramework\Dex\Common\OsddConverter\ChannelConveter.cs","8"
"HzFramework\Dex\Common\OsddConverter\DatabaseConverterProvider.cs","2"
"HzFramework\Dex\Common\OsddConverter\MultiInstanceProvider.cs","3"
"HzFramework\Dex\Common\OsddConverter\NameConvertorFactoryForPrint.cs","2"
"HzFramework\Dex\Common\OsddConverter\ParameterConverter.cs","4"
"HzFramework\Dex\Common\AcqChannelReader.cpp","1"
"HzFramework\Dex\Common\ChannelReaderUtility.cpp","1"
"HzFramework\Dex\Common\CnvChannelReader.cpp","1"
"HzFramework\Dex\Common\CnvCustomWriteModule.h","3"
"HzFramework\Dex\Common\ConversionModuleSandBox.cpp","2"
"HzFramework\Dex\Common\ConversionModuleSandBox.h","2"
"HzFramework\Dex\Common\DataModelSetup.cpp","7"
"HzFramework\Dex\Common\Dex440HzPrivateObject.h","2"
"HzFramework\Dex\Common\DexAbstractFileReader.cpp","4"
"HzFramework\Dex\Common\DexAbstractFileReader.h","5"
"HzFramework\Dex\Common\DexChannel.cpp","1"
"HzFramework\Dex\Common\DexChannel.h","1"
"HzFramework\Dex\Common\DexCompositeHandler.cpp","2"
"HzFramework\Dex\Common\DexCompositeHandler.h","4"
"HzFramework\Dex\Common\DexDef.h","3"
"HzFramework\Dex\Common\DexOriginDscReader.cpp","1"
"HzFramework\Dex\Common\DexOriginDscReader.h","2"
"HzFramework\Dex\Common\DexRepSegment.cpp","1"
"HzFramework\Dex\Common\DexToHorizonUtils.cpp","5"
"HzFramework\Dex\Common\DexToHorizonUtils.h","30"
"HzFramework\Dex\Common\DexUtils.cpp","1"
"HzFramework\Dex\Common\DexZoneDscReader.h","1"
"HzFramework\Dex\Common\DummyDscWrapper.cpp","6"
"HzFramework\Dex\Common\DummyDscWrapper.h","4"
"HzFramework\Dex\Common\FrameHelper.cpp","1"
"HzFramework\Dex\Common\HorizonReader.cpp","2"
"HzFramework\Dex\Common\HorizonReader.h","1"
"HzFramework\Dex\Common\HorizonReaderData.cpp","1"
"HzFramework\Dex\Common\HorizonReaderData.h","6"
"HzFramework\Dex\Common\JobSpecDscReader.cpp","5"
"HzFramework\Dex\Common\ManagedToolStringUtility.cpp","8"
"HzFramework\Dex\Common\ManagedToolStringUtility.h","2"
"HzFramework\Dex\Common\MaxWellDscReader.cpp","10"
"HzFramework\Dex\Common\MaxWellSumRecUtility.cpp","1"
"HzFramework\Dex\Common\MaxWellSumRecUtility.h","1"
"HzFramework\Dex\Common\MaxWellSurveyUtility.h","2"
"HzFramework\Dex\Common\ParameterReader.cpp","1"
"HzFramework\Dex\DBWriter\DBWriter.cs","40"
"HzFramework\Dex\DLIS\DexDlisConverter\DexDlisConverter.cpp","2"
"HzFramework\Dex\DLIS\DexDlisConverter\DexDlisConverter.h","2"
"HzFramework\Dex\DLIS\DexDlisConverter\HorizonReaderConvertProcesses.cpp","1"
"HzFramework\Dex\DLIS\DexDlisConverter\HorizonReaderConvertProcesses.h","1"
"HzFramework\Dex\DLIS\DexDlisConverter\MaxisConverter.cpp","2"
"HzFramework\Dex\DLIS\DexDlisConverter\MaxisConverter.h","1"
"HzFramework\Dex\DLIS\DexDlisReader\DotNET\DLISReader.cs","20"
"HzFramework\Dex\DLIS\DexDlisReader\DotNET\RuntimeSpec.cs","7"
"HzFramework\Dex\DLIS\DexDlisReader\ArchiveReader.cpp","10"
"HzFramework\Dex\DLIS\DexDlisReader\ArchiveReader.h","2"
"HzFramework\Dex\DLIS\DexDlisReader\DlisFileReader.cpp","27"
"HzFramework\Dex\DLIS\DexDlisReader\DlisFileReader.h","8"
"HzFramework\Dex\DLIS\DexDlisReader\DlisFileReaderBase.cpp","3"
"HzFramework\Dex\DLIS\DexDlisReader\DlisFileReaderBase.h","2"
"HzFramework\Dex\DLIS\DexDlisWriter\ArchiveRp66ObjectSetter\Archive440ObjectSetter.h","2"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\AsciiBulkDataSetter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\BulkDataSetter.h","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\BulkDataSetterFactory.cpp","1"
"HzFramework\Dex\DLIS\DexDlisWriter\BulkDataSetter\BulkDataSetterFactory.h","1"
